GUID,Val1+Val2,IsDuplicateGuid (Y or N),Is Val3 length greater than the average length of Val3 (Y or N)
TY3YZUFXPZVKNQLYZ5RN94YVA0WP3UUV,1316221,N,N
0FB03CMZTG1944CRFF9FPITNT9CCD139,1169576,N,Y
44AYLQEBZ4RHG97O5QT6II3SNLQL3PSY,823891,N,N
VPSM63RL515UKBCQ89QQUKTP4C2YDTVN,986545,N,N
5HUBTB2SGTGGSRULBY7OMXM0397GMUC3,1842080,N,Y
MBCTQC5UB3HCC0IJ0BUJR99HCI88UQHJ,268547,N,Y
6U0AV5KH3SBV80GT8XAM4TGY1Y3U2N29,1270681,N,N
FK9CUSJF6ZWPVTH8AG56YBL3N986CCFY,1342342,N,N
O2L366SNGCN0CJGW6641OZED94IBR8JE,347022,N,Y
4DD0Z2610GTJZ5LG9BMIN5AF1CHPV2WV,944717,N,N
6AB5UNGL7MSNOH1QSA1XCXEF4QZ6GOUZ,1479174,N,Y
NYNVRAA81Z8S3S0R7G2KR7V3WNJ7SSO8,1118061,N,Y
PD3UX3KB0VHPO565G0KJLI9WL18CF4VM,1049182,N,N
U1NXZYWRP4B6BWXQ76YSZSUU23YYSXJC,766314,N,N
AZ9TSQ4ARZD8GD9GF0LSJREVEVZENSKU,634912,N,N
HHLJXPO6SXTNIWOMZ35OC83FXHKWRLA8,930294,N,Y
8ZP8MJ71JZJOBBPZJKYWBSA65YE9UFEE,1021183,N,N
4WSG9CC6T7SEVST8F8DVUELPL4CU164O,770706,N,N
QBNUOYYPSQ1XHWH29ARBN1R274YWTQSZ,1096552,N,N
Q7SVJSDCIL320ZXMF581PUM5XK43D8PT,1457333,N,Y
ANUTFE8VYAO9HEWDT30W5X4UKGU9MQTV,560374,N,N
HMZYAKTD7LQP8O01BLTLELL57V6RW99E,1000314,N,N
V427DUP2ZW8P4ZMIIC3GOPSZ9UX3YBWE,959625,N,N
TD0415IJI1PKC98W679JS4RZO2JFQ15Z,1224268,N,Y
U87E9VVJ66K61VGXQ635JNF0JXT3XIRE,1127330,N,N
3ST49HNQEJVFHPNUUWN7S8SAC56ODNQA,1263561,N,Y
0NGVJU472WVLBA60VMSI44PUR12B72I9,1620981,N,N
2YGPTXOYMBGAEEX25A42YQ0NG9N7BRI5,1335678,N,N
V4UCKS2HQSROHLKRHY39PT78D8V9YUJ6,1309936,N,Y
L34QUMGFUPZJ3NE2NHTRR3RX3OMQMOQO,763382,N,Y
NPA4JMV27JLC50GP6LBBXCBTRAT0KX6B,1281882,N,N
ACVMF6SKFNTZLGDZ0L6Q5R06NPKIHHFW,1646384,N,Y
SITEAR06RNGHDJMAZV3CYZIRJE5DCE7O,796173,N,N
WK6Y3KWIPPXLNUCU2RY5GQY88NEGY1JN,887289,N,N
QIEZA11HQ5PRK3NMITIHVQ0W78YHMDYV,1281107,N,Y
U3XKWA7OJ26L9EK2BLBKOLJ56WXBWDP3,390072,N,Y
WT8BXZCTAWXQXX44EHE4N6SK9EGYTHQ8,676819,N,Y
DO4JWHKPFOI0QGSZDNE20J42GUZW3ET6,323008,N,Y
L5AEIGJ7WFPP0V82IONLOH83XVX261AZ,1398412,N,N
FC2AGCOCA9INXYXXCHVJKWMT17G1FUXY,402622,N,Y
SMFVG6F02HGWSNLVO4OX82WOV8I2WRP6,470596,N,Y
HRJ7N2U75PTLHBG9SZNOMDWNZ0M0C0B6,211575,N,Y
PTVI1E6NR5S7A1P4IZ1L9DQNYPJCWL7H,1140073,N,Y
QNJ0PTBMCJAVALOO5AUQTJ9IIEPMFPTJ,1234052,N,Y
WAU3R4D5O3PP3C94Q1B2HXEK7DPOTBDA,1198916,N,Y
MURMLF0GRIUARDHAU3LIB8VSYCOC76TI,688109,N,Y
QJFBEVVVP9PF6YZD4TTVXL7BNUCXF1H2,1158825,N,Y
EQ9U92R8DRFSHYJXHHABE1IESB3KXDZI,1336290,N,Y
L5WDYRD6VHEEB6R7YY2BJ9K3QEPMLP8M,953835,N,N
LDMZG87ZHE1UDPMTBE24194TAJFJCOL4,1077133,N,Y
4OT53U8WM53KLS996YV13BA3FPQ86ASB,1166302,N,Y
UCYIMJWUQDU1GX063H4PVAO4L40HHQFV,1133304,N,N
07E8ZEJZCUTZ5BL1AD4D37EYCMU6DOE8,452029,N,Y
B1K4VL5HDQM6LOY0V1KEIEMVXQQFWPVR,623061,N,Y
WE6Q5COM5PCHCEVLVLMGNPF1DEW1RE3V,766506,N,N
8VO874WLEYTNU9TC25X79368KQZIWRSX,1425054,N,Y
7Q8DHG8X3U11TBZVZYL64O1PESP10HPZ,820639,N,Y
ICCRCAVLDXT4LQC5V9BSMCAXZHF0IGEL,210724,N,N
HHKE5M67RQ5GBHTDZD22VW40OKO6GJ63,855630,N,N
ZKVTI2W05GD2YOV6ZWLVIB6B2S3H00BJ,807711,N,Y
59LECBOB583ET6G8E84RKXNPEOK9JI17,754859,N,Y
M2P6CD6LZE5S39CPPXUK8Y5MMED1S60A,1229926,N,Y
S8SFZQXJDD3FGMY5KY1YGFFAPJK3HDYW,820004,N,N
SC7L4KZMUGGW03P3ZFJW519BGT8VXFKR,806053,N,N
3D10PEGRUVHP1BC2SH4N5DY4FYKIMPHB,626798,N,N
X55J5JCSW51N4L8X0RRZ3F0MKBX7RY7E,1233647,N,Y
A7SYZ9PSTK9I3OZWOJWZZU78Y05EIIQW,1188633,N,Y
DQZWJJ2K5C096HYPRO4ILQ25W5TG6R56,335144,N,N
PEB2IGW4LQC9U3WHZ8VPRGJIHO02C5C8,1263313,N,Y
HRR8U2VK3F8BVM52FG4IJ1DHCKRK1Z0I,1624787,N,N
4L6NL71VTJM4R2FT61K3L7I65PP57TGR,544678,N,N
QO0D7BQXV32K9XBMIIYPHPCAY7X9KGZS,489380,N,N
29M0YWPEZI6BCZVMSH8ZRFCIG3UZVLXN,1738849,N,Y
ALZZ5QYFSSDXP9ZBQ7G6H10KOMO5GHGY,523316,N,N
HKJH02JIWV35MU9EK94PRWBPY0XYZ9N3,1154600,N,Y
0ISUX4QJ1BFQKUF7RVA2U7QPZR331Z1H,1306369,N,Y
EPLUADZUWIYY7QC4OL4LLZTD2ON4SJRR,289801,N,N
M5DO24U1M5VJAA3AW1ZSM3IWA8XBTUQH,876660,N,Y
EDXITHQI9NGLAK7IAY061D3QSH3DB93A,1072288,N,Y
G2C7VEL91Y0BXH7O4E0LVYD0RC6UFRUH,1170768,N,N
Q3A18P9MCOZFEOH8UCXPCWJWEMC74VAQ,649605,N,N
N8YZHS0Z048C9MGHZ18KZSPG9H4068S2,960238,N,N
0V0DALET762ORG1MS9QA10OXZC1G6WVG,1486060,N,Y
5UG4A65GGA732PHC7X2TTDDIVATY31LR,1896591,N,Y
JORXEOOV2UQUBMOGK637U2F9I4P7BGR5,652184,N,N
H18AD30LOR92WHA7H1XITGBLT5AGS1ZU,142753,N,Y
OZ7PPLTSQ5CPDC5XVZ119SBVNQWXL1DC,1015344,N,Y
I57WULICPIDYRO0MVS513ZATHITT1JRU,1009679,N,N
JZMTUUN7N29XBT8GMYMLKNZILELQM4X2,1410503,N,Y
NGKTBXRT6YSSO1P956X7TLLGLCGB16I1,344064,N,Y
5XIS29ONGY1MY4OYHIDDK9OXSIDXBMYU,170607,N,Y
6ZBFQDXCZ51P63OJFU6NH0E2NW4QDYB7,1349523,N,N
CM67O38BXQOH42HDS2B8S0U8YFAMACRM,1746121,N,N
MKDYI8RA9HT2TG72ZI9WIJUIFC2IKJEK,859746,N,N
IXGXLBBF1G67FP8FQL33T3872SUDN73Q,944133,N,N
6VD1K1HGDUSZCBMOGSHQHQF2RZFQ1M3B,1284040,N,Y
HNMHHOOPPBOLQYVNCSKVBB5M1X104AI5,1369782,N,N
XVGF9DZAV6UZKR1FYV4R5018J1EAJK04,798888,N,Y
QNP6L1X1OYJUDKA0YPCB4ZJDKPJFGUYS,1120488,N,Y
PPQELCDP0F23TXEGPILGOG2XIGFCDMN6,451978,N,Y
HROIA3SUR9MLQ2JGMOK0HJSZD697GEX2,1285804,N,Y
W33VZPGDRDCGCM973UV0EZB51TXQI8FM,458452,N,Y
XLMUPDGNCC6XJ0347TKQXS60BUMGXTNK,234059,N,Y
12J10VO5A4MWDO0T61RSV3XD1NE5YBWH,1053082,N,N
AL3EG5QRP18KT0UX3YK1SU14G2RC919K,473569,N,N
XI8JW7J894KM3V92VVEFP2XBZK8KQ9GJ,858295,N,N
TVBYJHH078QHW8MJ31CW9S4TV0WTZLQG,1200309,N,N
DNASMGS7C7K1IOOSWCKGL7688OAI1J2Z,543690,N,N
A3K1BWEAQLEBVISE8TJELSJIEMC3UVB2,1212768,N,N
ET7CQJ56BULFYZY206QPAKXTEOE3BJST,1195306,N,N
MEJZGTZH5BV4P865ZIO7BNERWSRYGFIT,958493,N,N
F9CWKWJ40UATJHCLKEDEIN5VF9ESLQ0Q,835632,N,N
83L7YX9UQ5DGTQPWSH5LSJOAHEYF7II7,1043937,N,N
IRIL8XC5735FWIDV7RXTS3G93PA6XMVJ,702090,N,Y
9GVBFVFZIFVGONG1EW8947O7CWGPTNV5,1433780,N,N
VC8SWSQH6P07UT5TMBCDXPOZR9LO94FX,1005491,N,Y
KI66XHTNZB4J6JK2BVVNEBXWM17U45KE,753661,N,N
SG5SLDZ8YBLQYFCNG30D80J8J49FUPW7,868263,N,Y
HT3WX47I5C2YPF3UZ6CO2K05ZWJWPIQ2,1033601,N,N
VEZVUR4T9AAF37RDQZAOR34MZL1TCCK8,892374,N,N
JIGSZ3JGUC4JHSPBSH1U5RMDO4ZQITEU,913333,N,N
5GZZ4WYYKERAENR1U2XZV9XBAXTLHL24,526340,N,N
FUJVFFS17DOQO1299YHLQP41M07TC0Q0,519535,N,N
P08ZML42FG3N8ELIMLIAK87HJ4MGK6BT,1084112,N,N
HU1SYXB0YG95LWJEW8A12AI6JPRVM9AM,1477794,N,N
E0RQOFSTAVY76MP6ZBHTGV2ZAY1RK9MA,885846,N,N
V7L7CUKII639MP2JCK6CE0CJ61Z1G7QC,1860232,N,N
C4U3CHN4VOXQNH7DP5J9P8R23NWWPJLM,1270656,N,N
1TGS30MY4K0TKA2YOUYSB526Y40XRVUG,194665,N,Y
OI7IUL90BENWICU0VF15MZY0AINPVUTK,1006740,N,N
PBKOY73WKE1L226FRF2ZYE29NCB8J550,1255142,N,Y
2LRWA6VK6A4FOSAARJ6W9HUIVGV0OJDQ,606783,N,Y
VJ59WFB4L65PP4P5ZXO54M5K8CUIVQ91,724848,N,Y
1E1PDQ533NO8SIZ0V06GAAVWAL0BQT5R,948858,N,N
Q464T3U8N6RAL6OOUQH2YKBKNCK6KTLH,251736,N,N
KLMHASXNZMGYRTWXOFXD34OJBHLG5FQR,589774,N,N
AZMH3O2MSBLNUWCP9L4LEIMJE5GY6A5V,616987,N,N
11TG64BCQQTKBRNYS5YNAF9RTPZMGY9W,1580618,N,N
4H2T68PM50Y3WAE156MAR1PAJ94JOV1X,351403,N,N
P3EGRSAVYM23Z1147WE8JRFO5U8YOGW3,1454888,N,N
CGIMBKQFMTYHUMGIGZINHUUU2DILZN0A,1101950,N,N
TCZGBW2Z8R5FR9U3DWP31BR3R6SD3IR1,914954,N,Y
9L3TU6Y6FQ8O9WBR80FSU9JFVQWL914S,377830,N,N
NQU218JD3G5VRV7CTRUSGYGPYN7NZ2HI,794682,N,N
J051AO4VRQAXQ7RUR560DXY4BG3CWJXW,1299149,N,N
LE4O7UU4GJATL5MDP69MF9OIQYNMTVBJ,898618,N,N
9NZXN2G1U84KTJGBIPW1811XDCVMGJZC,1345262,N,Y
ZKJLZY6LI0XPJNT411XRBBDCIGQ3PZR9,1429356,N,Y
DW7XT2OBVZLYZ0UPE78D0N302PXWNZTU,1133536,N,N
5Z9NF4Q9T8BWPV7GOKM7CPEATHJVBHZI,481043,N,N
I0O3OHB4DAZ3S78X4RPM654ZCT0MY2FY,809987,N,N
Q2JS2EMMFH5GY2OLYV6HXT5IC0RXMJ9L,1139721,N,N
I5O89628YQ2NE0LH0S6UATZ1YN9IN6MS,926590,N,N
PDS26NSOCPBS8NQTT16M4AQ8CVF01QS5,1309651,N,Y
RANYD4LGKBB22ZIYU5E7QYGYBCMZPVKT,519734,N,Y
G5EJ1NH4N744W3AX5OAQ0RKLF3AHJJKK,1134913,N,N
WCNC9H0R8REJC0QV90WAMEY43RNEN5V6,897300,N,N
VFMWYAUS40782S0D8G2QKEQJXGZ0GU5F,789058,N,Y
7FMKLA6Q99SJZUEGSFA8Z9J2VSK5AL9S,1196941,N,N
S9814FJYQ9R0QLPKHFM9MKL6UUTT40PB,288691,N,N
XYA13NUFZCF9DIAR6389TLHAFEUTRANF,338419,N,N
A10698NIDTT1R3PZ0KZSWZCQ2JDIKD4K,144498,N,Y
Y170QU1LE9PWJQMTJVTZEZJTL16PAX6N,1319734,N,Y
DWD53N9I06F345537GG3DTZB4MTFYPER,866422,N,Y
3QDXOXRPQJDJWA45EGXEQ2RDO580UQQ2,1123057,N,N
5PPAQ1QU4DFEQJHSGZPJXORROXRAUNNA,1674407,N,N
TCKPMOHU3TNUS4HA8IRRW6VUI9G2MZFI,496211,N,Y
H7WSIFL9PA6R69H2HPNV1DPQ3G93JKNH,995126,N,N
GDWGCOUFRKG3L7S7ZAAET97ZCWQ6EL7L,773604,N,Y
I1PWI9Z4T0NG14Y7KVDH2X6F8GJ1ZM88,728668,N,Y
JXDFPHSSGWS04GUB058ZSJAXW6QV9YQ6,413906,N,Y
ZDHAAO5YN4P8QWAD5Y3E8ZRI3QRKPOCL,929202,N,N
WIQYXA7JD7LKW8OV0W8G001M9C8VPNOK,905159,N,Y
UI9UXSW5HH7SI51RZ3ATE0EONXUC20I8,931057,N,N
PUIF85UYFAQI6ZH60NVO5M9WS5JX4SEU,1115657,N,N
07T179BE7B3DQ2TMTD8A79HHOWV5DCDK,1496092,N,Y
3KJ0LEECNT3GC47C8VTW43PII184GGGX,377606,N,Y
2RQ88B8RT6S9KAECU09TB7E0YXTHN8QX,740118,N,N
L51PV4DZDGGRGO6ZAU3AN2B59FMHBOZL,688798,N,N
A0X2LWWS524KJUWAGPLC8ACN7W3MAKYB,1261309,N,Y
FWEZCRHJB4IFQ2L5IFJZCTBA64Z8G1DA,390822,N,N
I0GPRYSBDLN39LSEBDUXLIM805FSJPCH,463537,N,N
G6C9PI5XWW8T0YH1YXQ5NYQKO6WLFGA7,941940,N,N
GGTCNU85KF4UE51ZAQBCBQJMNX8VKGPZ,1134164,N,N
J81GGEF9D793NKD7VE3OXQJX78NUL06Q,7771,N,Y
93NKHCTTAJ2IAF8L2S0Z4D7SHGWUBZVW,626034,N,Y
580COYIB17LDJJWNVQJA50OXO3QDXFY8,1175006,N,Y
37EQBW7PSF4A4H82ISTIVBUWM32UM2K2,1002801,N,Y
64C078G6GBZYKVGXTLAPS80T1SZCIAAM,1163759,N,N
I02NH6946C26SFVTUA5YO3M9C2V3HAV2,339603,N,N
YS8N2VQQR839FC8CM6DKH4DT2JOI8D8C,661039,N,Y
2DQWOIK8IPCLYWZQJBE6POJF1DL4YMMH,653772,N,N
2K48ZZBNLXBLD89C07OG3MTFATD2NM84,1141966,N,Y
WCIPAV4ZDA9JNT3BI6YTFOQ9V4Y5O7S5,462441,N,Y
6H91X7XZD9ITUORY7MOWLTDIOPY741OM,59638,N,Y
YHRCNFQTNR69GQWQSE8FA44CXRQ9KL6S,544162,N,Y
KOQWCRA13B15860D3N803BHBHSBYCBJ3,405053,N,N
D1R3UTK9K7W9PG8WFREIG5OQCSSAKG01,1724310,N,Y
YLRQSCPBYSM6NZFC9KTWCMGDMTC7TZ6E,665571,N,N
TRBFBEPTGG1XK2GLBD8D6XOVVVQF6EHK,683284,N,Y
XM4WWSW8GQIZIEDIW9ZXYHE8SAZVOJUH,995305,N,N
8L9ILG60ZA3R4USRBYK1626CZ9AZJULW,1003963,N,N
0RBTCG1NWTYQWWT6E3M2YFB1G6TIXOJJ,651134,N,Y
MI5A0LL6O0GAXVY379NJ781IBXCIYFAJ,1213747,N,N
K5RO5YZYG85YM1BSY8UOTOF3RLTTR1OL,958477,N,N
PEKFX9Z1EPKPQ5D223M3DNCKDG91QO9Y,498827,N,Y
20T1J1EOM1RNJ949447XNAVD45RKLM6A,436404,N,Y
BQ5I1LS7PNM906CDT7ANSLV5BVB8ZMJK,793406,N,N
U74988PP0DYFD4S89LNBD33J9XGRDXFM,1217189,N,N
R02MHU5859VRYEFV7O8GBKX0Y8QG5FLA,1407788,N,N
JUNZMRRB61K16TX39MFX2AQ628OSU544,1719944,N,Y
R6TUO2J2ZJKTNNIVOKX7A7389K6PMZ1I,557308,N,N
G9W2REMC3NZ59YT0TWYJA74E04Q4H1I8,837146,N,N
DMLEO4ML2Z4OBTL9TOV3ABWMKIAGTIBJ,789319,N,Y
VOLTOC4BPCUDGEXVPDSAB6DSC6T641AD,552006,N,Y
5BAE58W2V2YHJW369I0EVE5VK1TJ150S,428377,N,N
R7JD33L1LM1JSIJQH2VSHPFJFODD5NZ6,1229887,N,N
UACPA2DNJB1XTPUOBYSHUMDQ3VION7YZ,779569,N,Y
K0L37POZF87D7WC335FTPA4BE7AQTE3A,1344694,N,Y
5HVRCRIRPLQHSKCVDY8Q7XJVR5CMM8A0,1019895,N,Y
LGLHE3SDL80QBQQL2KQQJL1QOZ2HR0AA,931385,N,N
O9P697IY43R25LDYSPZWI7VJX20VMJCL,891997,N,Y
L037YGY16EXGZTJAQQR91P82G0X2S6HI,654584,N,Y
AUYDOI0PJ30KWJG7LOYSTFITFY7AEV92,1153906,N,N
CRVQ2JNTIOZEDM4P076PPDJHY9KTPXHG,1158056,N,Y
CBYGTYZ37CXH6ZQW3JYNZXIRCFLJBSZV,426475,N,Y
LYSYU96H7KXISJI9WXZ3XSA1JG3X5HH0,816786,N,N
N5JBB7SE1KYXE5AYULAI7ZT3TDIWDONJ,1141458,N,N
EFA0ZS70DK36325E6ZE745U5AL5ON531,1466669,N,Y
UXHHFE7QUCGF5DV2D9BFCUT4AAXZ935X,1057334,N,N
4APGDX87KP4D7TIJ1GIZPL5K2KBSF7Y0,948564,N,Y
R3EFXDWII13K1R41YC0FNXFQE8HR7QQ9,1638850,N,N
XJSDXEEIWNESC15PIP538WIHRFIX5J12,1184021,N,N
5BSWA8O96IA2M2B5VYS835WXPQ7TDM95,1409525,N,N
V1VOD5A7APNEG4858URN0O0X1O7R6ZXY,946709,N,Y
O2X7J93Q0JZ9KQ4EYWO08QNCP5191PPF,1321383,N,N
MYEY61BSW1DRQVXSHREV2MUAKTUJN9CY,787646,N,Y
65QBTVIIV5Z8RIBZCZZH8379Z2WBOY6E,965528,N,Y
XSYPHSBSBVD4SBJF83T0U9BAFYGHSIKP,1099221,N,Y
3LNMRESI8I9EVEKVZDX3EIJWVFAPVIXO,1051496,N,Y
BRVYVVSCJZYRSR5JZHMAAIRRTA1T296G,1893469,N,Y
8P8W4QAZRM3HIEARDS22QSS8FACG3M6T,967690,N,N
3M0322LRPPYGPCGEB4LZQZRI0ZYUUFWS,1006284,N,N
PTX78CMNW59J4A1VB4PVE2YIVE7ZFSBR,411425,N,N
31QE136HXT0Y13XOUHDBBEG3MZRNT5Y0,883276,N,Y
F7Q9VCWR8J4Y6H36NDFVUE81DO8LE0R6,1008701,N,Y
8F84NAW9TOMC8Y9VG22S553LM3FPOG6Y,1172268,N,Y
9B8JFCWNRRL1BF02SJYIR4GGILYZ0A1X,1252744,N,N
W4AURDW2XAM8K4AUCJJEPKQ4CEE6AIKO,807517,N,N
C1JB71QN3IPWKP4WAHRB1ETKYU9R5YPR,1234735,N,Y
U9QK2FCTV0Y1HL9RKIE2AMZNQTJC4G3Z,1152267,N,Y
96JIB10U8EG5EYXFJABIH6OXQE5VORO2,1196610,N,N
C5Z7BBBXBE5DMM2LJ6LICLA67WJEAPTF,143761,N,Y
F5DSL5MEYAPETB3BV55S62HZA1IWKC9C,494974,N,Y
3STE57AY4KTB0IP9AXJBXW9CNJDZH5ED,1106330,N,N
5BODWRLOKRRRQOL6LESLFP099HSLIA0N,224282,N,N
U5JTR1XYLCOSQZMR3E60LG4VX7BSE2GF,1225240,N,N
CDGTAR85GJG0G5OGNNSMXWFSJSKT0QAR,1098307,N,N
DO17BQ4PGR91PU8I9D0QTFZ0CRMLF8N5,1080878,N,Y
7I447IN3EAPED0V0TVEWNHCHRORHAS4Z,438970,N,Y
9D9701L6GZNNVYWGMPQ3GKT013TXDTVU,1241829,N,Y
SC0R8DHB0W6JU7JX9THV8SEYRLACDK7L,1527569,N,Y
MQRECEGEDL53S95W4XQFFEK3YWF5F84Y,478111,N,N
9Q5Q97J88DP2BBH1S7U7R6YO2V2WTDR3,753799,N,N
R1LXZJIER0CREZAIKBY56TMEB4P2FYXC,942517,N,Y
Z2ZKSNR5H5U2SLHN4PBEZ3V4UHMPOVTS,810591,N,Y
APOCHPSBG0FGJAFHRWL8JDXNGBLOGKSV,1005261,N,N
ZOMZ1YVRVZ24B1KII1LH4ME6AANA259J,384994,N,N
P8RNHWCNGJ57J3ED621RH2MF2VBBK6PF,1020757,N,Y
Q1DIJRGUTDNCTF7VVMEAXMW4WB2960GQ,662161,N,Y
Y4GZ3OOC9FRAYKGNXNYKG4N08WDWNCWJ,1003371,N,N
AOITGXPHJ2PDPM78G24NXGOB2QJVXREZ,972832,N,N
DIGIGFFIOPDXA51BODFLLLRP1HA3IPGJ,1612456,N,N
YQH71JV1T19F8BXHBCLRZ2KI72Z86Q1V,935884,N,Y
0NG6VQO4N5CIOMAIXPVRHHEN636T9N6J,729860,N,Y
IMUF70JSF500PI866FZ9QI5OXCHDMYZL,1374650,N,N
I1QAQP6SOUTM53FWCE2PQ8025CW4SPOM,556589,N,N
L2RE3KAQ952BHTTD33VGFDY7CPXREBAL,807654,N,N
IE1U4JT1HVT9ZN35J4W0ZMEMJENSMH14,674659,N,N
C0AQX0OZDXQIJ9B8LBOI97BRVVCKXOPD,1645171,N,N
VM2P51Q7JH312X1YIS1A6A70AI7N16DK,1310741,N,N
2P53TJEY9PDFQ0L3VT9N2F9PCPUI3FXI,567668,N,Y
WEXLCVN1XJOAIKOMIEMIPG8UN0UJND8E,1374486,N,N
77S8CR5EY8IZ86S9WVPRKDC38C8IHCQ8,1092545,N,N
Z8NJT4CPCQ6GLOV00TC1E7LUGD5UY5IE,451821,N,N
JNYJF2HUOS25DDDG2G4TLVQKNMH4NFGU,82801,N,Y
1VOAG2R4X1ALKE49IW9SGKUQS3G7LOCP,979282,N,Y
NUT3JPSCJFL7W5TRY8JXV4SDDYG7SSC7,1030281,N,Y
BZ3Q8JO5JKYNDUVGY5SY2OMZLVKFFVE2,436095,N,Y
1XFD3T1NPVI8GMDYLWEKJTODYOCPJL01,721851,N,N
3Y91I1KYUUBNW3XWQ8AT6YSAAJSHNHRA,376963,N,N
83Q0WQIHB7T1G07V81SQF7BF7TEG8H2G,1477426,N,Y
1VKE76QB1W14DJ9S953HSDMJAHBQG9MS,390421,N,N
YHQQ3UI35V3015Z9P4FZ3SAZNMWPTHLB,138996,N,Y
FKQ8I8HVKR90Q2C4I5GT9AZG290TJR6N,1736786,N,Y
06N5ECRJKXK9S2TBHWXPMBI7WBGC8PGQ,384560,N,N
4GJ8YK2K1IM3XNZC74QW47822U6ALN0I,1243905,N,Y
ERCHY1G90D6E7H3X81P8RI0FBWSAK3AM,1770479,N,N
BIINNYSSD3Q2IF8AVITTDXFFQPFI5RBK,1340105,N,N
UR9BG0QPRCP015JVUB7JZQ5SPOI3TGUX,1301237,N,Y
UY5LPBCT6PJXF5SHW72BMOAO0YFUYJKI,1000007,N,N
18TZ9J6GXYBWQUBD01BN4G95K337KI50,1156260,N,Y
03TY1G7J10H30EBL2V4CKM4FZVYH7GB0,1508888,N,Y
L5K06JZFXMVH0SQL7ASAKVTM3GGIBABV,1464347,N,Y
H4MF2UZ5VCQP6RYZR69PBFGIVRK9F193,1012333,N,Y
9IJ3EY99N7SMIFCVCE7XNY0I21UHATLA,1569552,N,N
DIJK9QH8U8XDZK9VAUGF4DLH7IP39UZL,956549,N,N
T5NJ2EHQTI5UAGY33IJRSYPLA5RGCW3D,1001972,N,Y
7X3N78Z3C3KVC55K3NW8VXF5VW9EGU88,1539238,N,N
LO7IN5XPJ1DS5IHVBMTKT1N4ZD90UWO4,1062451,N,Y
B1XBEAEWVGTGUH14EDMDLHL9CWDLDXA3,1819977,N,Y
VBJOK3HP0ODG9ZDXW5N6XVJHKNXJ3ION,1201284,N,N
DNZDQ705WQXK78GQ1IMPONOFISPCB2WN,1152987,N,N
5W4R2O7TKRFN2TYXHLJXGNH6I8VI9DXU,1335582,N,Y
IRALGO9L5TVGYW22ECWKHQ2RO32F54TP,1018197,N,N
I6O5A0KHVUUARNYAXEVLVJXN56K8NNQ1,1809734,N,Y
GTKSLB61HIZD6DBMWQOJ5EWZ1NOWR6WI,1354360,N,Y
N8KY2GLSX9F1RMWKD5ICJ6O9XFZZHFZI,224246,N,Y
WC2X6JA1G6IFILZ82GE093XUYQHPUCEP,1811640,N,Y
E5136I6AVZCP6WTDXL6TPXFANIS1Q5J3,1050190,N,N
HJHK74NYPG3F69IB7LX5VZK9WICFZSAI,1719901,N,Y
XBRWJAPNZ9FBITFPG8UUVIETMTEBZDHC,1628182,N,N
CY5M577295CJU0HCSH7AWOF41FU92Y9G,409211,N,Y
MSA4MB9QU66HEJT731KWJERMCTMZX7QY,824833,N,N
ADWXEIEJHX3WA5UW598AWLGF9S51EXUI,960868,N,Y
ID3M8YD86GWVQWT6E9W475CO49E2TFCZ,1488062,N,Y
QBYUU8FJCGKD8G3O1M7ZY63C553SHI0L,202548,N,Y
39TJ6LNPXIEOOSXZKB9X3WD336TSE7ZJ,1074828,N,N
Y3ETT1BRL2M20TTJCJOG6W09JF0IT9DW,1366718,N,N
7XT3C4A1471JHRSBQJL44HG2MBDETGYZ,842716,N,N
1G2X1FXDSXZ5S6X9QV7X4POS8Z1BIB2M,787335,N,Y
YNJHORRB4OUUH4S63VA1ODOM2IPBUJOB,1022998,N,N
WHUDFUWXIT8WCT6HS25AH01IG0YQW6U5,1259894,N,Y
CJSP75FWWA15ZC4CH51YOKBX2ERB4EUY,1207735,N,N
PPJZWTQZST62GG11LGKX081M7R7UVHRK,1202818,N,N
PA300X4YN2LZR3XOKJV3T17F8ER4W1KP,1456890,N,N
37QT2S9COU9PHTWAU4IFEZBU8MNVC8FZ,536405,N,Y
UHVTHP3FMXEJD5PNNYDOO0PC7RT94VAL,691776,N,N
US8EWBF9T0OV8SGAWR0A9P77X6Q1RU5U,1080555,N,Y
XRMUDX3DAQDGJP5SX7RU92ALMZ6STX9Z,734622,N,N
GC69SRO66AXV6II4XP2L2U9VUOUG8MLJ,1193519,N,N
9W4S1CTSZ26C626KKH7GAKKQC6MET9RC,1591372,N,Y
3JNQZIZWTN365LX2WNKTXNYQRY735V2E,1062381,N,N
H1OPRCQPKL07N7XF0JJUND3CJTYSY0NQ,1031405,N,N
ADXV3IR9BX846FKE9Y7N81AQXMRQ0QWG,968575,N,N
ZSFEXEDVR9GZJ83855F38VOICBIUTYG2,413848,N,N
ORQP29CS1NP82MP04II0DW55CL2TRHT4,833917,N,N
PX25JBENWD76FX7YBKNOW03SQ0BHMC4K,960095,N,N
VCQ01GK4MQP85GRF7UCP7CLU5HDXLEW0,541301,N,N
U29HIRV13WH4ARKSKUH611AG3TBXV86O,1123228,N,Y
40P90V31MLR5EY6C3SKOS8K0TF28U0PO,330872,N,N
I66T1IPJ5DI9KLQ88ZZHU3GFFPW6RQCG,1368254,N,N
TOMBI0CJUM3UMZAN4F50DDQZ2VGK8H84,1084243,N,N
UBOXRSM4XONKRKIIAK9PFW09TK40G99R,1271219,N,N
